WARD,PRECINCT,REGISTERED VOTERS,BALLOTS CAST,BART GOLDBERG,BRIAN MURPHY,ANNE MARIE MILES,MARTY QUINN,GREG BREWER,ADAM L. MIGUEST,MINERVA V. OROZCO,MARETTA BROWN-MILLER,CHARLES E. EASTWOOD,BRIAN E. SLEET,GREGORY I. MITCHELL,DEBRA L. SILVERSTEIN,JOANN THOMPSON,JEFFERY D. TURNER,LATASHA R. THOMAS,WILLIAM SIEGMUND,TIMOTHY M. CULLERTON,PATRICIA A. FOSTER,JIM HINKAMP,REY COLON,RAHM EMANUEL,GERY J. CHICO,GEORGE CARDENAS,ENRIQUE G. PEREZ,CHARLES V. 'CHUCK' MAIDA,EDDIE M. REED,BERNARD L. STONE,VALERIE F. LEONARD,EBONY TILLMAN,BRIAN GORMAN,RODERICK T. SAWYER,MITCHELL A. NEWMAN,MARGARET LAURINO,EDWARD M. BURKE,AMEYA PAWAR,MICHAEL FITZGERALD WARD,ANNA KLOCEK,PATRICIA VAN PELT WATKINS,"WILLIAM WALLS, III",RONALD MITCHELL,JOHN R. VIDECKIS,JOHN GARRIDO,WILLIE B. COCHRAN,BEFEKADU T. RETTA,SANDI JACKSON,MICHAEL E. MAYDEN,BRIAN SCOTT,GENITA C. ROBINSON,MICHAEL CHARLES MOSES,CARMEN HERNANDEZ,REGNER 'RAY' SUAREZ,BROCK MERCK,MICHAEL R. ZALEWSKI,MIGUEL SOTOMAYOR,C B JOHNSON,MICHAEL CARROLL,MICHAEL 'MIKE' JANKOVICH,TOM COURTNEY,MANNY ROMAN,ALBERTO BOCANEGRA JR.,SIDNEY H. BROOKS,MICHAEL D. CHANDLER,CHESTER R. HORNOWSKI,JOHN K. KOZLAR,HAROLD L. BAILEY,SHARON DENISE DIXON,VETRESS BOYCE,VIRGIL S. MEANS,PHILLIP R. SHERLOCK,TWAUNDELLA TAYLOR,JILL R. BUSH,FELICIA H. SIMMONS-STOVALL,RICARDO MUNOZ,RONALD J. BALTIERRA,TOM JACKS,HARRY OSTERMAN,TOM O'DONNELL,CASSANDRA GOODRUM-BURTON,SHELDON L. SHERMAN,SHANIKA J. FINLEY,BRENDAN REILLY,STEVEN E. PLEASANT,PHILIP R. BERNSTEIN,LORI S. YOKOYAMA,CAROL HIGHTOWER CHALMERS,TONI L. FOULKES,LIONELL R. MARTIN,SCOTT WAGUESPACK,SANDRA L. MALLORY,SAMMY CLIFFORD PACK JR.,ANTHONY A. BEALE,BRUCE RANDAZZO,RAYMOND A. LOPEZ,RICHARD GONZALEZ,BURL L. MCQUEEN,MARY O'CONNOR,TOM CARAVETTE,PAULETTE COLEMAN,FRANK M. BASS,MICHELLE A. HARRIS,"RICHARD L. MARTINEZ, JR.",FEDERICO SCIAMMARELLA,BOB FIORETTI,DAVID M. PAVLIK,FAHEEM SHABAZZ,ROMAN MORROW,CARMEN OLMETTI,JAMES A. BALCER,ROBERTO MALDONADO,EMMA M. MITTS,STELLA NICPON,MARIA E. 'CHULA' ORTIZ,EDMUND 'ED' J. QUARTULLO,JONATHAN T. STAMPS,HAROLD 'NOONIE' WARD,BRUNO BELLISSIMO,REGINA D. LEWIS,AHMED KHAN,MELISSA CALLAHAN,PATRICK J. O'CONNOR,DEBORAH LOPEZ,CHE 'RHYMEFEST' SMITH,ERIC HERMOSILLO,CHUKS ONYEZIA,"JOSEPH C. ZIEGLER, JR.",AMBROSIO 'AMBI' MEDRANO JR.,BITA BUENROSTRO,SCOTT BASKIN,CARRIE M. AUSTIN,GEORGE E. DAVIS,MICHAEL A. DAVIS,THOMAS M. TUNNEY,DONIELLE C. LAWSON,PAT DOWELL,JOE MOORE,RICHARD A. WOOTEN,FREDDRENNA M. LYLE,MAURITA E. GAVIN,RAYMOND (RAY) CORONADO,ANNE SCHAIBLE,WALLACE E. 'MICKEY' JOHNSON,TAMEKA GAVIN,"HOWARD B. BROOKINS, JR.",DIANE SHAPIRO,RICHARD F. MELL,MAHMOUD BAMBOUYANI,HAL E. BASKIN,JEROME MADDOX,JIMMY LEE LARD,ODDIS'O.J'JOHNSON,JASON C. ERVIN,JOSE GUERECA,BEVERLY D. ROGERS,JIM MULLEN,TIM EGAN,DON BLAIR,JAMES A. BOSCO,NORMAN H. BOLDEN,WILLIAM D. 'WILL' BURNS,MARC KAPLAN,LESLIE A. HAIRSTON,BARBARA ATECA,SHAVONDA FIELDS,PROCO 'JOE' MORENO,JAVIER DIAZ,MARY RUSSELL GARDNER,SHERYL M. MORABITO,SYRON M. SMITH,JEFFREY L. LEWIS,"WALTER BURNETT, JR.",THOMAS E. SIMMONS,GLENN ROSS,ARIEL E. REBOYRAS,MATTHEW J. O'SHEA,BRIAN WHITE,RAFAEL A. VARGAS,GEORGE BANNA,DANIEL 'DANNY' SOLIS,DON NOWOTNY,NEFTALIE GONZALEZ,MATT REICHEL,MELISSA L. WILLIAMS,NICHOLAS SPOSATO,LARRY G. NELSON,NANCY SCHIAVONE,GEVONNA FASSETT,JAMES CAPPLEMAN,CARL SEGVICH,MARTAVIUS 'MARK' CARTER,EMILY STEWART,CUAHUTEMOC MORFIN,JOHN A. RICE,JOHN A. POPE,BERTHA F. STARKS,JAMES L. DANIELS,ANDRE SMITH,MIGUEL DEL VALLE,JOSEPH A. NASELLA,CHAUNCEY L. STROUD,GEORGE RUMSEY,MICHELE A. TANKERSLEY,JAMES E. WILLIAMS,DEVON REID,ANTOINE MEMBERS,SHIRLEY J. WHITE,ANDY W. LAM,BRYAN P. LYNCH,PATRICK MCDONOUGH,WILBERT E. COOK  III,DANIEL T. LAPINSKI,CAITLIN MCINTYRE,MARY K. HUNTER,JODI BIANCALANA,JOHN JOSEPH QUINN,JESUS 'JESSE' INIGUEZ,JOSE E. ARTEAGA,THOMAS J. MOTZNY,SONDRA R. (SAM) SPELLMAN,TOMMY O. ABINA,HENRY MOSES,DOUG CANNON,MARINA YOLANDA FAZ-HUPPERT,SANDRA J. WALTERS,MARY ANNE 'MOLLY' PHELAN,JAMES J. SCHAMNE,STEVEN CHERESKA,GEORGE G. NEWELL,JOHN ARENA,DAVID H. MOORE,DEBORAH WASHINGTON,MICHELE SMITH,JULIUS ANDERSON,CAROL MOSELEY BRAUN,JOSE R. LEON,EDDIE JOHNSON  III,DEBORAH L. GRAHAM,DARCEL A. BEAVERS,LONA LANE,SYLVIA Y. JONES,ANNA GORAL,SIDNEY (SID) SHELTON,SEKUM WALKER,THOMAS PATRICK MURPHEY,RONALD CARTER,MICHAEL F. DANIELS
30,29,372,96,,,,,,,,,,,,,,,,,,,,,32,31,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,
30,30,659,227,,,,,,,,,,,,,,,,,,,,,120,73,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,3,,,,,,,,,,,,
30,31,477,121,,,,,,,,,,,,,,,,,,,,,43,25,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,1,,,,,,,,,,,,
30,32,286,72,,,,,,,,,,,,,,,,,,,,,33,9,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0,,,,,,,,,,,,
30,33,569,151,,,,,,,,,,,,,,,,,,,,,59,27,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,7,,,,,,,,,,,,
30,34,495,196,,,,,,,,,,,,,,,,,,,,,77,64,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,3,,,,,,,,,,,,
30,35,556,169,,,,,,,,,,,,,,,,,,,,,54,72,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,1,,,,,,,,,,,,
30,36,588,167,,,,,,,,,,,,,,,,,,,,,69,49,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,2,,,,,,,,,,,,
30,37,461,148,,,,,,,,,,,,,,,,,,,,,64,49,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,1,,,,,,,,,,,,
30,38,542,224,,,,,,,,,,,,,,,,,,,,,120,71,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,1,,,,,,,,,,,,
30,39,548,164,,,,,,,,,,,,,,,,,,,,,71,61,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,1,,,,,,,,,,,,
30,40,589,168,,,,,,,,,,,,,,,,,,,,,60,71,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,1,,,,,,,,,,,,
30,41,519,136,,,,,,,,,,,,,,,,,,,,,35,36,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
31,1,265,82,,,,,,,,,,,,,,,,,,,,,27,34,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
31,2,303,106,,,,,,,,,,,,,,,,,,,,,38,43,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
31,3,379,161,,,,,,,,,,,,,,,,,,,,,46,76,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
31,4,427,125,,,,,,,,,,,,,,,,,,,,,53,42,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
31,5,511,192,,,,,,,,,,,,,,,,,,,,,77,68,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
31,6,517,127,,,,,,,,,,,,,,,,,,,,,45,48,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
31,7,461,125,,,,,,,,,,,,,,,,,,,,,43,38,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
31,8,338,117,,,,,,,,,,,,,,,,,,,,,47,44,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
31,9,428,128,,,,,,,,,,,,,,,,,,,,,63,37,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
31,10,304,75,,,,,,,,,,,,,,,,,,,,,18,34,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
31,11,379,159,,,,,,,,,,,,,,,,,,,,,72,45,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
31,12,439,135,,,,,,,,,,,,,,,,,,,,,53,32,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,
31,13,564,134,,,,,,,,,,,,,,,,,,,,,45,41,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
31,14,460,131,,,,,,,,,,,,,,,,,,,,,39,46,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
31,15,288,78,,,,,,,,,,,,,,,,,,,,,41,19,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
31,16,429,130,,,,,,,,,,,,,,,,,,,,,58,51,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
31,17,388,117,,,,,,,,,,,,,,,,,,,,,43,35,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
31,18,417,123,,,,,,,,,,,,,,,,,,,,,37,50,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
31,19,395,124,,,,,,,,,,,,,,,,,,,,,51,43,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
31,20,436,94,,,,,,,,,,,,,,,,,,,,,33,28,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
31,21,489,159,,,,,,,,,,,,,,,,,,,,,49,45,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
31,22,349,90,,,,,,,,,,,,,,,,,,,,,43,23,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
31,23,285,94,,,,,,,,,,,,,,,,,,,,,30,34,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
31,24,360,126,,,,,,,,,,,,,,,,,,,,,34,48,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
31,25,467,126,,,,,,,,,,,,,,,,,,,,,39,44,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
31,26,390,104,,,,,,,,,,,,,,,,,,,,,51,31,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
31,27,434,106,,,,,,,,,,,,,,,,,,,,,30,33,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
31,28,440,147,,,,,,,,,,,,,,,,,,,,,66,37,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
