WARD,PRECINCT,REGISTERED VOTERS,BALLOTS CAST,JERRY JOYCE,PAUL VALLAS,WILLIE L. WILSON,TONI PRECKWINKLE,WILLIAM M. DALEY,GARRY MCCARTHY,GERY CHICO,SUSANA A. MENDOZA,AMARA ENYIA,LA SHAWN K. FORD,NEAL SALES-GRIFFIN,LORI LIGHTFOOT,ROBERT 'BOB' FIORETTI,JOHN KENNETH KOZLAR,ROBERT MURPHY,SAMANTHA 'SAM' NUGENT,CASEY SMAGALA,JOE DUPLECHIN,MARIA HADDEN,CLEOPATRA WATSON,TONI L. FOULKES,ANDREW D ROWLAS,PAUL COLLINS,CARLOS  RAMIREZ-ROSA,UGO OKERE,THERESA SIAW,JEFFREY L. LEWIS,RAYMOND A. LOPEZ,LINDA HUDSON,SCOTT WAGUESPACK,DANIEL LA SPATA,MARTHA YERANIA RANGEL,MATT MARTIN,HILARIO DOMINGUEZ,RICHARD A. WOOTEN,NEFTALIE GONZALEZ,ALEXANDER ACEVEDO,DEBORAH A. FOSTER-BONNER,PATRICK DALEY THOMPSON,MARTY QUINN,MILAGROS SANTIAGO,JASMINE JACKSON,SOPHIA KING,"PAULINO VILLARREAL, JR.",DWAYNE TRUSS,MAYA HODARI,JOSE RICO,CYNTHIA D. BEDNARZ,JESSICA W. GUTIERREZ,TROY ANTONIO HERNANDEZ,ANGELA 'ANGIE' MALONEY,ESSIE HALL,JACOB RINGER,PETE DEMAY,PATRICK J. O'CONNOR,ROBERTO MALDONADO,DEREK LINDBLOM,ARIEL E. REBOYRAS,GUS KATSAFAROS,DAVID MIHALYFY,JOE MOORE,MIGUEL BAUTISTA,BRENDAN REILLY,DAVID EARL WILLIAMS III,MICHAEL D. RODRIGUEZ,CHUKS ONYEZIA,BEVERLY MILES,"JOSEPH C. ZIEGLER, JR.",ELIZABETH SHYDLOWSKI,SUSAN SADLOWSKI GARZA,JENNIFER O. MADDOX,DIANNE DALEIDEN,MICHAEL A. NEGRON,JEDIDIAH L. BROWN,ROBERT A. BANK,MARVIN MCNEIL,LISETTE 'LIZ' LOPEZ,JOHN S. ARENA,DEONDRE RUTUES,LATASHA M. SANDERS,DAVID HERRERA,"OTIS DAVIS, JR.",PATRICIA 'PAT' DOWELL,WILLIAM CALLOWAY,KIMBALL LADIEN,"ANTHONY DRIVER, JR.","WALTER BURNETT, JR.",BYRON SIGCHO-LOPEZ,"HOWARD B. BROOKINS, JR.",NICHOLAS SPOSATO,KEVIN M. BAILEY,JASON C. ERVIN,ANTHONY V. NAPOLITANO,DERNARD D. NEWELL,ANTHONY A. BEALE,AIDA FLORES,PRESTON BROWN JR,MARILYN MORALES,DEBRA L. SILVERSTEIN,COLIN BIRD-MARTINEZ,QUANDRA V. SPEIGHTS,ROBERT 'BOBBY' LONCAR,DERRICK G. CURTIS,ZEHRA QUADRI,GREGORY I. MITCHELL,LESLIE FOX,EBONY D. LUCAS,EILEEN DORDEK,TIM HENEGHAN,HARRY OSTERMAN,JEANETTE B TAYLOR,JAIME GUZMAN,ANDRÉ VASQUEZ,TORIANO A. SANZONE,REBECCA JANOWITZ,ANGELA CLAY,AUSTIN BAIDAS,R. RODRIGUEZ SANCHEZ,JEFF JENKINS,DAVID J. KRUPA,JUSTIN KREINDLER,MICHELLE A. HARRIS,BRIAN HOPKINS,"MICHAEL  SCOTT, JR.",JAMES CAPPLEMAN,ALEXANDRIA WILLIS,DEBORAH L. MELL,PATRICIA A. FOSTER,MARIANNE LALONDE,MICHELE SMITH,CHARLES KYLE,AMANDA YU DIETERICH,EDDIE JOHNSON III,JEWEL EASTERLING-SMITH,TRACI JOHNSON,EDWARD M. BURKE,CREATIVE SCOTT,ZERLINA A. SMITH,TARA STAMPS,CARRIE M. AUSTIN,STEPHANIE D. COLEMAN,RICHARD JUAREZ,BERTO AGUAYO,DAVID A. DEWAR,JON-ROBERT MCDOWELL,MAGGIE O'KEEFE,FAHEEM SHABAZZ,MATTHEW J. O'SHEA,RAYNETTA GREENLEAF,SILVANA TABARES,GEORGE CARDENAS,ANDRE SMITH,TOM TUNNEY,KENNY C. DOSS II,PROCO 'JOE' MORENO,STEVEN MCCLELLAN,RAFAEL 'RAFA' YANEZ,DAVID H. MOORE,RODERICK T. SAWYER,FELIX CARDONA JR.,THOMAS M. SCHWARTZERS,ERIKA WOZNIAK FRANCIS,LESLIE A. HAIRSTON,JOSEPH G. WILLIAMS,GABRIEL PIEMONTE,CHRIS TALIAFERRO,TANYA G. PATINO,KATIE SIERACKI,HEATHER WAY KITZES,GILBERT VILLEGAS,EMMA M. MITTS,EDGAR 'EDEK' ESPARZA,JAMES 'JIM' GARDINER,NICOLE J. JOHNSON
23,34,787,164,20,3,8,13,21,8,24,38,18,0,0,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,
23,35,534,207,65,20,6,4,41,14,30,16,1,0,0,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,
23,36,619,312,83,24,9,7,80,18,44,32,4,0,0,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,,,,,,,,,,,,,,,,,,,,,,,,
23,37,628,335,129,29,8,12,46,29,30,28,5,0,1,12,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,,,,,,,,,,,,,,,,,,,,,,,,
23,38,565,251,66,22,5,8,42,15,32,29,8,0,0,16,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,,,,,,,,,,,,,,,,,,,,,,
23,39,727,205,19,6,4,14,33,5,40,56,5,0,0,21,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,
24,1,718,158,3,2,79,28,9,3,1,2,11,1,0,15,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,103,,,,,,,,,,,18,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2,745,168,6,3,68,30,12,3,2,7,16,7,0,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,103,,,,,,,,,,,21,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,3,819,186,3,5,48,49,23,1,3,3,25,9,0,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,128,,,,,,,,,,,16,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,4,569,124,0,2,54,17,19,1,1,0,7,6,0,11,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,77,,,,,,,,,,,25,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,5,456,100,0,1,38,25,5,0,2,5,6,2,0,14,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,65,,,,,,,,,,,14,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,6,714,214,1,3,82,52,10,1,4,5,25,6,2,20,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,99,,,,,,,,,,,27,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,7,482,119,1,2,5,24,11,6,16,19,18,1,0,12,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,65,,,,,,,,,,,28,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,8,412,93,2,0,35,16,10,0,1,4,6,2,0,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,48,,,,,,,,,,,11,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,9,765,157,3,1,61,37,7,1,4,6,8,4,2,21,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,91,,,,,,,,,,,19,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,10,344,85,0,0,35,17,5,0,1,1,9,1,0,15,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,46,,,,,,,,,,,17,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,877,201,1,3,68,50,14,2,6,3,14,7,0,25,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,73,,,,,,,,,,,14,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,12,480,114,3,1,46,19,6,0,1,1,12,5,0,16,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,67,,,,,,,,,,,16,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,13,463,91,1,0,35,26,6,0,2,2,9,2,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,63,,,,,,,,,,,5,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,14,712,154,0,5,56,35,7,0,1,5,9,4,0,28,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,103,,,,,,,,,,,22,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,15,457,100,0,1,43,31,7,0,2,1,3,0,1,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,47,,,,,,,,,,,5,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,16,1101,335,11,3,68,59,42,6,19,51,47,4,0,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,147,,,,,,,,,,,106,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,17,631,140,1,3,56,26,12,0,3,3,9,4,0,20,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,96,,,,,,,,,,,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,18,714,166,5,3,72,30,11,1,4,9,13,4,0,12,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,98,,,,,,,,,,,44,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,19,804,243,4,4,82,55,18,2,9,9,20,4,0,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,131,,,,,,,,,,,45,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,20,628,132,1,5,52,24,10,0,3,4,11,3,0,14,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,86,,,,,,,,,,,29,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,21,388,78,1,0,39,10,4,0,2,4,6,3,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,43,,,,,,,,,,,13,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,22,906,209,6,1,97,38,10,0,5,12,11,8,1,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,130,,,,,,,,,,,31,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,23,705,130,5,1,39,29,10,2,1,7,12,6,1,13,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,63,,,,,,,,,,,17,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,920,186,2,1,67,35,22,1,2,5,19,13,0,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,102,,,,,,,,,,,33,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,25,640,150,1,4,61,31,6,1,3,3,18,6,0,13,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,65,,,,,,,,,,,23,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,26,914,288,5,4,90,69,34,0,3,8,19,11,0,35,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,210,,,,,,,,,,,27,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,27,1103,203,1,6,63,33,28,5,4,5,14,10,0,29,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,117,,,,,,,,,,,50,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,28,499,139,0,1,55,27,14,2,6,3,5,5,1,18,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,89,,,,,,,,,,,26,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,29,505,152,3,1,55,35,14,1,2,4,7,7,0,20,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,95,,,,,,,,,,,10,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,30,406,100,2,5,30,24,9,0,5,2,9,4,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,61,,,,,,,,,,,14,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,31,836,217,1,3,78,52,16,4,2,9,20,10,0,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,109,,,,,,,,,,,19,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,32,381,79,0,0,25,24,5,0,3,1,7,3,1,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,50,,,,,,,,,,,7,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,33,516,115,8,1,36,26,7,2,4,5,4,7,0,14,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,68,,,,,,,,,,,11,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,34,693,179,1,4,72,32,18,0,1,6,18,8,0,18,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,89,,,,,,,,,,,24,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,35,603,159,8,1,64,30,8,4,2,5,11,6,0,17,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,112,,,,,,,,,,,9,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,36,839,228,4,8,83,38,26,3,5,4,20,2,1,31,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,122,,,,,,,,,,,25,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,37,438,105,3,1,27,20,9,0,2,6,8,5,0,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,61,,,,,,,,,,,18,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,38,495,171,2,5,45,43,8,1,5,8,16,11,1,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,107,,,,,,,,,,,25,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,39,750,228,8,1,69,49,19,2,6,21,17,5,0,27,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,142,,,,,,,,,,,34,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,40,965,198,4,3,75,53,12,2,1,6,21,2,0,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,110,,,,,,,,,,,55,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,41,488,148,3,2,52,27,9,1,3,3,14,11,1,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,114,,,,,,,,,,,17,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1,728,290,18,7,3,62,38,5,42,51,25,0,0,32,2,1,,,,,,,,,,,,,,,,,,,,50,,,97,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2,898,330,14,6,5,60,27,4,30,54,69,5,1,47,0,2,,,,,,,,,,,,,,,,,,,,79,,,62,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3,1154,319,11,24,11,36,51,5,12,32,23,2,0,102,7,2,,,,,,,,,,,,,,,,,,,,47,,,58,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,4,811,273,6,6,51,54,41,2,22,11,32,4,2,34,5,0,,,,,,,,,,,,,,,,,,,,34,,,47,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,5,903,376,21,12,8,40,46,12,80,46,53,1,0,45,6,5,,,,,,,,,,,,,,,,,,,,63,,,160,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,6,652,128,11,7,5,9,37,2,10,9,4,1,0,16,2,2,,,,,,,,,,,,,,,,,,,,47,,,24,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,7,894,334,17,7,4,73,19,7,31,67,61,1,0,45,1,1,,,,,,,,,,,,,,,,,,,,62,,,36,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,8,954,353,14,12,7,46,39,3,42,68,63,1,2,49,1,2,,,,,,,,,,,,,,,,,,,,99,,,88,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,9,925,307,20,7,10,44,35,7,33,53,42,1,0,47,5,3,,,,,,,,,,,,,,,,,,,,64,,,65,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,10,1120,326,8,35,3,27,94,5,18,30,22,1,2,72,8,1,,,,,,,,,,,,,,,,,,,,43,,,75,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,1000,322,17,8,8,55,21,1,49,57,52,0,0,47,1,4,,,,,,,,,,,,,,,,,,,,86,,,59,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
