WARD,PRECINCT,REGISTERED VOTERS,BALLOTS CAST,BRANDON JOHNSON,PAUL VALLAS,ANA GUAJARDO,CHRIS TALIAFERRO,KIM WALZ,RONNIE L. MOSLEY,ANGELA CLAY,MARTINA 'TINA' HONE,JESSICA W. GUTIERREZ,PRENTICE C. BUTLER,PETER CHICO,JOE DUNNE,LAMONT ROBINSON,TIMMY KNUDSEN,"GILBERT ""GIL"" VILLEGAS",LENI MANAA-HOPPENWORTH,CREATIVE SCOTT,CORNELL DANTZLER,BRIAN C. COMER,"ANTHONY ""TONY"" CIARAVINO",NICOLE LEE,RUTH CRUZ,MEGAN MATHIAS,WILLIAM E. HALL,DESMON C. YANCY,RICHARD A WOOTEN,CB JOHNSON,"LEONOR ""LORI"" TORRES WHITT",MONIQUE L. SCOTT,"JAMES ""JIM"" GARDINER"
47,6,1642,716,538,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,7,1942,1067,699,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,8,1384,722,489,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,9,1602,872,490,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,10,1514,706,523,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,11,1331,633,424,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,12,1015,482,303,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,13,1022,544,342,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14,1444,686,365,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,15,1338,712,258,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,16,1343,729,328,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,17,1161,595,336,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,18,1476,741,462,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,19,1569,723,462,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,20,1392,700,387,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,21,1491,744,341,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,22,1264,598,294,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,23,1509,727,385,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,24,1622,795,401,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,25,1252,629,317,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,26,1597,898,369,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,27,1486,779,362,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,28,1224,533,190,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,1396,747,535,209,,,,,,,,,,263,,,,475,,,,,,,,,,,,,,
48,2,523,294,170,124,,,,,,,,,,171,,,,117,,,,,,,,,,,,,,
48,3,1031,416,282,134,,,,,,,,,,154,,,,246,,,,,,,,,,,,,,
48,4,950,382,278,103,,,,,,,,,,153,,,,221,,,,,,,,,,,,,,
48,5,447,305,161,142,,,,,,,,,,204,,,,96,,,,,,,,,,,,,,
48,6,1419,576,414,161,,,,,,,,,,217,,,,353,,,,,,,,,,,,,,
48,7,1160,630,428,199,,,,,,,,,,227,,,,400,,,,,,,,,,,,,,
48,8,886,415,192,222,,,,,,,,,,269,,,,144,,,,,,,,,,,,,,
48,9,608,335,140,195,,,,,,,,,,189,,,,131,,,,,,,,,,,,,,
48,10,1220,734,531,202,,,,,,,,,,254,,,,472,,,,,,,,,,,,,,
48,11,862,477,292,184,,,,,,,,,,235,,,,240,,,,,,,,,,,,,,
48,12,1501,671,409,259,,,,,,,,,,273,,,,377,,,,,,,,,,,,,,
48,13,1003,539,256,277,,,,,,,,,,342,,,,188,,,,,,,,,,,,,,
48,14,1317,566,362,201,,,,,,,,,,260,,,,294,,,,,,,,,,,,,,
48,15,1001,442,305,135,,,,,,,,,,190,,,,236,,,,,,,,,,,,,,
48,16,824,324,219,105,,,,,,,,,,131,,,,184,,,,,,,,,,,,,,
48,17,385,219,82,135,,,,,,,,,,138,,,,74,,,,,,,,,,,,,,
48,18,1655,523,364,157,,,,,,,,,,234,,,,273,,,,,,,,,,,,,,
48,19,722,370,191,178,,,,,,,,,,200,,,,167,,,,,,,,,,,,,,
48,20,436,267,124,141,,,,,,,,,,173,,,,85,,,,,,,,,,,,,,
48,21,1559,509,353,154,,,,,,,,,,202,,,,291,,,,,,,,,,,,,,
48,22,616,377,142,234,,,,,,,,,,265,,,,99,,,,,,,,,,,,,,
48,23,832,422,213,208,,,,,,,,,,264,,,,152,,,,,,,,,,,,,,
48,24,1810,752,428,323,,,,,,,,,,373,,,,357,,,,,,,,,,,,,,
48,25,1160,587,414,172,,,,,,,,,,254,,,,331,,,,,,,,,,,,,,
48,26,646,307,140,166,,,,,,,,,,185,,,,114,,,,,,,,,,,,,,
48,27,984,371,218,152,,,,,,,,,,174,,,,194,,,,,,,,,,,,,,
48,28,1079,487,357,128,,,,,,,,,,148,,,,336,,,,,,,,,,,,,,
48,29,355,235,121,114,,,,,,,,,,124,,,,101,,,,,,,,,,,,,,
48,30,960,584,345,235,,,,,,,,,,320,,,,257,,,,,,,,,,,,,,
48,31,1057,537,419,118,,,,,,,,,,148,,,,383,,,,,,,,,,,,,,
48,32,1177,436,299,136,,,,,,,,,,188,,,,237,,,,,,,,,,,,,,
48,33,426,240,97,143,,,,,,,,,,173,,,,66,,,,,,,,,,,,,,
48,34,856,440,317,120,,,,,,,,,,176,,,,258,,,,,,,,,,,,,,
48,35,1149,700,452,244,,,,,,,,,,384,,,,308,,,,,,,,,,,,,,
49,1,1923,567,387,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2,1526,476,342,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,3,1916,702,456,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,4,1774,725,560,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,5,1816,759,518,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,6,193,51,35,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,7,1916,791,553,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,8,2005,896,688,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,9,2029,777,615,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,10,1245,501,340,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,11,1678,510,337,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,12,1810,465,325,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,13,1952,598,420,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,14,2041,764,561,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,15,1872,720,547,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,16,1843,690,556,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,17,1798,744,578,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1,1151,524,83,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2,1170,478,104,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,3,880,362,101,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,4,1162,318,153,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,5,1523,551,202,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,6,625,219,139,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,7,1541,613,359,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,8,1816,360,234,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,9,308,148,28,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,10,1222,358,72,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,11,1305,601,85,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,12,394,163,33,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,13,1514,472,258,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,14,264,138,33,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,15,1450,433,230,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,16,256,119,12,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,17,1028,169,63,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,18,171,63,7,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,19,910,140,80,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20,673,143,72,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,21,1590,338,215,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,22,1746,551,94,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,23,1561,365,111,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,24,1694,705,61,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,25,358,106,29,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,26,898,215,47,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,27,272,123,27,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,28,1151,483,223,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
