WARD,PRECINCT,REGISTERED VOTERS,BALLOTS CAST,BYRON SIGCHO,ANNE SCHAIBLE,SCOTT WAGUESPACK,EDWARD M. BURKE,KEVIN BAILEY,SAMANTHA M. WEBB,HEATHER SATTLER,LaCOULTON J. WALLS,SUSAN SADLOWSKI GARZA,DAVID H. MOORE,MICHAEL C. DUDA,PATRICIA HORTON,DEBORAH L. GRAHAM,MARTIN ARTEAGA,DERRICK G. CURTIS,PAT DOWELL,DEBORAH L. MELL,VETRESS BOYCE,HENRY MOSES,ROBERTO MALDONADO,JOSEPH LAIACONA,"MICHAEL SCOTT, JR.","WILLIE RAY, JR.",CARMEN HERNANDEZ,JUAN B. HUIZAR,JESUS 'CHUY' GARCIA,ANNISA WANAT,STACEY PFINGSTEN,CORNELL WILSON,DEBRA L. SILVERSTEIN,JAMES CAPPLEMAN,ALONSO ZARAGOZA,ROBERT MARTINEZ,"WALTER BURNETT, JR.",BRENDAN REILLY,JOSE A. GARCIA,JOANN THOMPSON,GEORGE CARDENAS,PROCO 'JOE' MORENO,JOCELYN HARE,"JOSEPH J. MOSELEY, II",ED HERSHEY,TARA STAMPS,HAROLD 'NOONIE' WARD,FAHEEM SHABAZZ,"ERNEST RADCLIFFE, JR.",JOE MOORE,WILLIE B. COCHRAN,HARRY OSTERMAN,RAHM EMANUEL,RODERICK T. SAWYER,LARRY G. NELSON,JOHN S. ARENA,JORGE MUJICA,BOB GALHOTRA,CONSANDRA HARRIS,BRIAN T. GARNER,PATRICK DALEY THOMPSON,EMMA M. MITTS,ZERLINA A. SMITH,JERRY PASZEK,MARTY QUINN,ROBERT MURPHY,SHIRLEY J. WHITE,ARIEL E. REBOYRAS,ROGER L. WASHINGTON,DANIEL 'DANNY' SOLIS,JASON C. ERVIN,DENICE L. DAVIS,MAUREEN F. SULLIVAN,MICHELLE R. BAERT,ROBERT W. FIORETTI,RAYMOND A. LOPEZ,ANNE MARIE MILES,GLENDA FRANKLIN,MICHELLE A. HARRIS,"HOWARD B. BROOKINS, JR.",DORIS LEWIS BROOKS,ANDREW HAMILTON,CYNTHIA LOMAX,REGINA D. LEWIS,CHARLES R. THOMAS SR.,"JOSEPH C. ZIEGLER, JR.",NORMAN H BOLDEN,GABE BEUKINGA,MARK THOMAS,BRIAN HOPKINS,MARETTA BROWN-MILLER,OLGA BAUTISTA,TONI L. FOULKES,KEIANA BARRETT,ANNA GORAL,DIANNE DALEIDEN,LADARIUS R. CURTIS,FRANK J. CORONA,MARGIE REID,MICHAEL R. ZALEWSKI,STEPHANIE COLEMAN,PATRICK J. O'CONNOR,ROBIN BOYD CLARK,LONA LANE,SEAN C. STARR,JAMES E. DUKES,JEDIDIAH L. BROWN,THEODORE WILLIAMS,CHRISTOPHER M VITTORIO,RAFAEL YANEZ,ALYX S. PATTISON,REY COLON,MICHAEL E. LAFARGUE,AMY CRAWFORD,ADAM CORONA,WILLIAM D. BURNS,ZEHRA QUADRI,DARREN TILLIS,MICHAEL S. DIAZ,KEN LEWIS,WALLACE E. JOHNSON,RONDA LOCKE,JEFFREY BAKER,LASHONDA CURRY,DON GORDON,STEPHEN NIKETOPOULOS,SCOTT DAVIS,NICHOLAS SPOSATO,SHAJAN M. KURIAKOSE,RAUL O. REYES,IRMA CORNIER,ANDRE SMITH,NATASHIA L. HOLMES,LAWRENCE ANDOLINO,BELINDA CADIZ,FRANK M. BASS,RICARDO MUNOZ,TOM TUNNEY,"RICHARD L. MARTINEZ, JR.",TIFFANY N. BROOKS,MARY O'CONNOR,CARLOS RAMIREZ-ROSA,CARRIE M. AUSTIN,WILLIE WILSON,TRACEY Y BEY,BERNIE RILEY,ELISE DOODY-JONES,MILAGROS SANTIAGO,BRANDON LOGGINS,JERRY QUANDT,JUANITA IRIZARRY,GREGORY I. MITCHELL,RICHARD A. WOOTEN,LESLIE A. HAIRSTON,GILBERT VILLEGAS,TIM MEEGAN,LEROY DUNCAN,REGNER 'RAY' SUAREZ,JOHN A. POPE,MARGARET LAURINO,JENNIFER 'JEN' KRAMER,SHERITA ANN HARRIS,TARA F. BALDRIDGE,RORY A. FIEDLER,MARVIN MCNEIL,JOE LOMANTO,CHRIS TALIAFERRO,PATRICIA A. FOSTER,FLORA 'FLO' DIGBY,"WILLIAM WALLS, III",STEPHEN ROBINSON,TOM CARAVETTE,AMEYA PAWAR,ROBERTO 'BETO' MONTANO,JOHN GARRIDO,ANNE SHAW,NEFTALIE GONZALEZ,CHUKS ONYEZIA,MICHAEL A. DAVIS,ADOLFO MONDRAGON,ANTHONY A. BEALE,EDDIE L. DANIELS,MICHELE SMITH,CAROLINE VICKREY,"RAUL MONTES, JR.",BITA BUENROSTRO,ANTHONY V. NAPOLITANO,OMAR AQUINO,MATTHEW J. O'SHEA,ODDIS 'O.J' JOHNSON,JOHN K. KOZLAR,"OTIS DAVIS, JR."
1,23,941,310,,,,,,,,,,,,,,,,,,,,,,,,,,174,,,,,,,,,,,,,148,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,73,,,,,,,,,,,,,,,,
1,24,709,172,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,110,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,32,,,,,,,,,,,,,,,,
1,25,709,158,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,84,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,43,,,,,,,,,,,,,,,,
1,26,639,161,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,97,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,32,,,,,,,,,,,,,,,,
1,27,742,172,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,91,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,41,,,,,,,,,,,,,,,,
1,28,326,133,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,105,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,11,,,,,,,,,,,,,,,,
1,29,668,224,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,115,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,56,,,,,,,,,,,,,,,,
1,30,810,254,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,,,,,129,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,75,,,,,,,,,,,,,,,,
1,31,745,218,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,148,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,39,,,,,,,,,,,,,,,,
1,32,662,197,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,94,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,36,,,,,,,,,,,,,,,,
1,33,810,236,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,105,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,50,,,,,,,,,,,,,,,,
1,34,591,182,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,85,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,56,,,,,,,,,,,,,,,,
1,35,773,223,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,87,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,60,,,,,,,,,,,,,,,,
1,36,695,195,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,52,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,48,,,,,,,,,,,,,,,,
1,37,685,207,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,77,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,69,,,,,,,,,,,,,,,,
1,38,656,222,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,129,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,35,,,,,,,,,,,,,,,,
1,39,681,181,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,70,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,37,,,,,,,,,,,,,,,,
1,40,706,231,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,119,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,58,,,,,,,,,,,,,,,,
1,41,429,155,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,55,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,51,,,,,,,,,,,,,,,,
1,42,221,58,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,30,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,15,,,,,,,,,,,,,,,,
1,43,501,171,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,87,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,51,,,,,,,,,,,,,,,,
1,44,543,145,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,76,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,36,,,,,,,,,,,,,,,,
2,1,781,187,,,,,,,,,,,,,,,,,,,,,,,,,,76,,12,5,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,26,,,,,,
2,2,562,245,,,,,,,,,,,,,,,,,,,,,,,,,,29,,12,20,,,,,,,,,,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,18,,,,,,
2,3,751,196,,,,,,,,,,,,,,,,,,,,,,,,,,72,,20,13,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,15,,,,,,
2,4,719,205,,,,,,,,,,,,,,,,,,,,,,,,,,98,,23,17,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,25,,,,,,
2,5,804,204,,,,,,,,,,,,,,,,,,,,,,,,,,102,,18,12,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,45,,,,,,
2,6,760,197,,,,,,,,,,,,,,,,,,,,,,,,,,91,,17,17,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,22,,,,,,
2,7,933,199,,,,,,,,,,,,,,,,,,,,,,,,,,67,,18,19,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,27,,,,,,
2,8,794,203,,,,,,,,,,,,,,,,,,,,,,,,,,91,,20,15,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,17,,,,,,
2,9,683,169,,,,,,,,,,,,,,,,,,,,,,,,,,28,,12,17,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,16,,,,,,
2,10,678,258,,,,,,,,,,,,,,,,,,,,,,,,,,26,,8,11,,,,,,,,,,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,152,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,10,,,,,,
2,11,628,275,,,,,,,,,,,,,,,,,,,,,,,,,,35,,9,16,,,,,,,,,,,,,,,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,10,,,,,,
2,12,714,251,,,,,,,,,,,,,,,,,,,,,,,,,,53,,16,45,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,61,,,,,,
2,13,645,340,,,,,,,,,,,,,,,,,,,,,,,,,,60,,28,21,,,,,,,,,,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,19,,,,,,
2,14,744,293,,,,,,,,,,,,,,,,,,,,,,,,,,118,,22,10,,,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,154,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,24,,,,,,
2,15,697,211,,,,,,,,,,,,,,,,,,,,,,,,,,69,,38,10,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,25,,,,,,
2,16,706,165,,,,,,,,,,,,,,,,,,,,,,,,,,60,,10,14,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,20,,,,,,
2,17,842,305,,,,,,,,,,,,,,,,,,,,,,,,,,111,,28,12,,,,,,,,,,,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,73,,,,,,
2,18,599,234,,,,,,,,,,,,,,,,,,,,,,,,,,39,,21,18,,,,,,,,,,,,,,,,,,,,,169,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,16,,,,,,
2,19,536,254,,,,,,,,,,,,,,,,,,,,,,,,,,30,,18,10,,,,,,,,,,,,,,,,,,,,,205,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,18,,,,,,
2,20,835,156,,,,,,,,,,,,,,,,,,,,,,,,,,35,,52,7,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,9,,,,,,
2,21,730,236,,,,,,,,,,,,,,,,,,,,,,,,,,105,,26,9,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,19,,,,,,
2,22,731,282,,,,,,,,,,,,,,,,,,,,,,,,,,56,,76,9,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,29,,,,,,
2,23,536,249,,,,,,,,,,,,,,,,,,,,,,,,,,35,,23,11,,,,,,,,,,,,,,,,,,,,,208,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,7,,,,,,
2,24,686,213,,,,,,,,,,,,,,,,,,,,,,,,,,33,,54,12,,,,,,,,,,,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,25,,,,,,
2,25,727,199,,,,,,,,,,,,,,,,,,,,,,,,,,63,,21,9,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,19,,,,,,
2,26,724,205,,,,,,,,,,,,,,,,,,,,,,,,,,42,,52,20,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,33,,,,,,
2,27,644,232,,,,,,,,,,,,,,,,,,,,,,,,,,29,,18,21,,,,,,,,,,,,,,,,,,,,,176,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,80,,,,,,
2,28,809,253,,,,,,,,,,,,,,,,,,,,,,,,,,58,,29,20,,,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,34,,,,,,
2,29,772,220,,,,,,,,,,,,,,,,,,,,,,,,,,42,,27,23,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,40,,,,,,
2,30,646,212,,,,,,,,,,,,,,,,,,,,,,,,,,40,,25,22,,,,,,,,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,25,,,,,,
2,31,944,344,,,,,,,,,,,,,,,,,,,,,,,,,,48,,52,29,,,,,,,,,,,,,,,,,,,,,264,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,43,,,,,,
2,32,620,169,,,,,,,,,,,,,,,,,,,,,,,,,,34,,16,24,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,36,,,,,,
2,33,935,376,,,,,,,,,,,,,,,,,,,,,,,,,,62,,44,45,,,,,,,,,,,,,,,,,,,,,269,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,41,,,,,,
