PRECINCT,SHAPE_Area,SHAPE_Leng,WARD,DATA_ADMIN,WARD_PRECI,PERIMETER,OBJECTID,TIMOTHY M. CULLERTON,TOM CARAVETTE,BERNARD L. STONE,SHARON DENISE DIXON,DANIEL 'DANNY' SOLIS,LATASHA R. THOMAS,CHE 'RHYMEFEST' SMITH,MAURITA E. GAVIN,MICHELE SMITH,RAYMOND A. LOPEZ,JAMES CAPPLEMAN,HAL E. BASKIN,TIM EGAN,TONI L. FOULKES,MARY O'CONNOR,MARY ANNE 'MOLLY' PHELAN,CUAHUTEMOC MORFIN,JOHN ARENA,WILLIE B. COCHRAN,NICHOLAS SPOSATO,JOHN GARRIDO,DEBRA L. SILVERSTEIN,MICHAEL D. CHANDLER,BALLOTS CAST,REGISTERED VOTERS,DAVID H. MOORE,FREDDRENNA M. LYLE,RODERICK T. SAWYER,JOHN A. RICE,JOANN THOMPSON
5,3010525.52397,9969.55760526,19,3010524.84536,19005,9969.55476978,3575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1544147.51296,5984.73688596,21,1544147.41774,21005,5984.73705812,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,965822.692174,4259.08236094,21,965822.732258,21019,4259.08252434,3577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,882306.165456,4645.81923834,21,882306.179518,21063,4645.81945671,3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1324034.71781,5976.21613,21,1324034.71014,21018,5976.21624145,3579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,5016755.77259,11338.4664765,8,5016755.79666,08059,11338.4666316,3580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1422712.75065,5019.05802037,21,1422712.70454,21046,5019.05823381,3581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2192985.88287,5949.22682237,21,2192985.98596,21042,5949.22677765,3582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1756173.31232,5688.28710419,21,1756173.2817,21049,5688.28724395,3583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2362053.87775,6318.05217673,21,2362053.94768,21050,6318.05191699,3584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1545298.69646,5315.57787567,21,1545298.69227,21051,5315.57742045,3585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,5113431.65051,9107.63904986,10,5113431.68049,10045,9107.63927694,3586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,20700904.7192,19108.537989,10,20700906.6507,10023,19108.5427679,3587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,3585879.84233,8255.11492127,8,3585879.83956,08038,8255.11515889,3588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1538429.73557,5305.04975496,6,1538429.76132,06013,5305.04984065,3589,,,,,,,,,,,,,,,,,,,,,,,,122,580,,69,52,,
1,7796378.65168,14450.6738485,10,7796378.74566,10001,14450.6735427,3590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,3558220.68717,8667.63971498,6,3558220.65641,06028,8667.63968709,3591,,,,,,,,,,,,,,,,,,,,,,,,336,877,,198,138,,
12,2406355.83556,7878.38038024,7,2406355.80089,07012,7878.3806728,3592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,4214269.10726,11403.181631,21,4214269.08967,21058,11403.1816651,3593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1615830.65766,5270.92045132,21,1615830.71458,21012,5270.92049329,3594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1218597.36509,5105.11529095,21,1218597.34962,21010,5105.1152699,3595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1103164.55631,5278.17519587,7,1103164.5633,07031,5278.17524559,3596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1326637.85963,5316.88401382,7,1326637.9219,07030,5316.88415046,3597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1960387.54456,6562.29253727,21,1960387.49376,21009,6562.29249579,3598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1483567.60332,5892.06811387,21,1483567.62463,21008,5892.06820682,3599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1766217.2179,5979.26717004,8,1766217.22301,08005,5979.26720472,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2103340.96679,5853.25041226,8,2103341.01143,08003,5853.25028298,3601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3176374.45573,8826.37797412,8,3176374.44928,08012,8826.37783935,3602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1775168.32605,6650.77566767,7,1775168.19142,07055,6650.77543124,3603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1094559.70895,5316.06911562,21,1094559.76323,21066,5316.06902167,3604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1551692.30204,6656.89123758,7,1551692.4021,07033,6656.89152049,3605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1105294.85026,4647.93663054,21,1105294.78889,21014,4647.93672505,3606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,3289139.27667,8794.63112469,21,3289139.26917,21055,8794.63132612,3607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2248811.45615,8414.34343766,21,2248811.45313,21048,8414.3433016,3608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2641351.36074,6633.28524991,8,2641351.37675,08019,6633.28539341,3609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1871147.11259,6550.59355858,8,1871147.12776,08008,6550.59359052,3610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1589570.5026,5578.04543716,8,1589570.52081,08058,5578.04547313,3611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1966914.00955,6091.46812513,8,1966914.00132,08001,6091.46813414,3612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,3842519.81208,8592.75349402,8,3842519.81895,08031,8592.7534573,3613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1761144.30305,5972.79297909,6,1761144.27149,06024,5972.79282814,3614,,,,,,,,,,,,,,,,,,,,,,,,142,604,,73,69,,
2,1696617.52384,6197.37547325,6,1696617.56824,06002,6197.37536031,3615,,,,,,,,,,,,,,,,,,,,,,,,207,591,,94,112,,
27,2910169.71201,7029.57850104,6,2910169.61915,06027,7029.57839658,3616,,,,,,,,,,,,,,,,,,,,,,,,221,728,,91,130,,
53,4941027.87354,10683.9610752,21,4941027.94293,21053,10683.9611267,3617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1952658.40507,5910.19043009,21,1952658.34968,21011,5910.19026384,3618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,5893273.51779,13656.2451801,23,5893755.81159,23049,13659.773371,4025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2367554.42951,7932.45388213,16,2367554.35395,16025,7932.45393224,4026,,,,,,,,,,,,29,,,,,,,,,,,,63,356,,,,,34
3,1758158.82878,5304.16906387,16,1758158.86813,16003,5304.16906972,4027,,,,,,,,,,,,40,,,,,,,,,,,,117,482,,,,,77
40,1756537.30028,5302.86022983,16,1756537.30806,16040,5302.86028847,4028,,,,,,,,,,,,56,,,,,,,,,,,,116,525,,,,,60
31,1315191.83467,5299.17540689,16,1315191.83759,16031,5299.17579336,4029,,,,,,,,,,,,57,,,,,,,,,,,,115,556,,,,,58
2,1096264.6114,4632.98992379,15,1096264.56774,15002,4632.98996836,4030,,,,,,,,,,10,,,,48,,,,,,,,,,58,413,,,,,
4,1097868.85703,4640.78675622,15,1097868.8783,15004,4640.78654803,4031,,,,,,,,,,20,,,,47,,,,,,,,,,67,507,,,,,
34,2341117.2141,7068.53721823,20,2341117.23338,20034,7068.53727772,4032,,,,,,,108,,,,,,,,,,,,109,,,,,217,764,,,,,
35,1986917.86541,7976.42919089,16,1986917.85441,16035,7976.42938628,4033,,,,,,,,,,,,13,,,,,,,,,,,,68,628,,,,,55
7,2710309.80461,7343.39268731,23,2710309.79804,23007,7343.39263924,4034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,698450.800115,3700.01451052,15,698450.806162,15023,3700.01441103,4035,,,,,,,,,,17,,,,33,,,,,,,,,,51,396,,,,,
43,968548.836271,4380.0650953,15,968548.832302,15043,4380.06533412,4036,,,,,,,,,,17,,,,44,,,,,,,,,,61,441,,,,,
32,1766618.66708,6640.63188804,16,1766618.65141,16032,6640.63201278,4037,,,,,,,,,,,,26,,,,,,,,,,,,84,477,,,,,58
24,1324218.10501,5976.740062,14,1324218.10027,14024,5976.74000428,4038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2865357.57638,7959.53865852,14,2865357.60358,14005,7959.53874629,4039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2433539.87463,7300.87158816,14,2433539.87032,14003,7300.87142885,4040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2434708.02991,7317.32434779,13,2434708.00134,13024,7317.32437235,4041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1095818.77907,4631.41339329,16,1095818.81204,16020,4631.41328447,4042,,,,,,,,,,,,31,,,,,,,,,,,,70,445,,,,,39
17,1098229.84554,4636.03658983,15,1098229.86453,15017,4636.03675545,4043,,,,,,,,,,37,,,,53,,,,,,,,,,90,506,,,,,
3,3091675.47681,7297.42908572,13,3091675.47014,13003,7297.42916696,4044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2725670.09606,7280.38730285,5,2725670.14585,05041,7280.38744165,4045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2666672.85705,7336.07393034,23,2666672.85953,23011,7336.07379578,4046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2427273.81357,6648.29352123,23,2427273.82353,23012,6648.29346914,4047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1762666.85331,5310.87096545,20,1762666.79129,20046,5310.87082545,4048,,,,,,,39,,,,,,,,,,,,33,,,,,72,442,,,,,
1,2472782.77287,6743.01271317,23,2472299.70193,23001,6746.55302446,4049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1757192.43831,5302.10760337,16,1757192.41424,16026,5302.10753551,4050,,,,,,,,,,,,49,,,,,,,,,,,,90,474,,,,,41
14,2197649.53309,5965.61653424,16,2197649.51728,16014,5965.61630235,4051,,,,,,,,,,,,50,,,,,,,,,,,,86,515,,,,,36
44,1763472.04642,5311.12006084,3,1763472.03793,03044,5311.1201407,4052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,881782.294456,3982.4171393,20,881782.275209,20043,3982.41718291,4053,,,,,,,9,,,,,,,,,,,,11,,,,,20,139,,,,,
37,1758337.57047,6634.84332055,16,1758337.5708,16037,6634.84314388,4054,,,,,,,,,,,,24,,,,,,,,,,,,60,346,,,,,36
36,1760900.07738,6635.30961546,16,1760900.12208,16036,6635.30973532,4055,,,,,,,,,,,,31,,,,,,,,,,,,86,518,,,,,55
52,4379692.92153,9288.35180953,5,4379692.97354,05052,9288.35180552,4056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2728777.9636,6725.29053297,23,2728777.94387,23047,6725.29051511,4057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3954730.52084,8616.30413994,23,3954730.55418,23004,8616.30420881,4058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1591107.21953,5055.02368047,20,1591107.25224,20031,5055.02370789,4059,,,,,,,58,,,,,,,,,,,,44,,,,,102,541,,,,,
24,83630.2387522,1205.04413439,5,83630.2753363,05024,1205.04449909,4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2487890.0211,6469.73155753,3,2487890.00973,03036,6469.73143795,4061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1326320.78441,4654.79607581,20,1326320.80749,20027,4654.79628848,4062,,,,,,,31,,,,,,,,,,,,35,,,,,66,502,,,,,
48,1218017.99523,5016.38330537,20,1218018.00242,20048,5016.38336203,4063,,,,,,,24,,,,,,,,,,,,17,,,,,41,259,,,,,
43,25330111.9349,35443.4133911,5,25246658.5768,05043,32711.3333123,4064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1951276.48771,6471.28935149,3,1951276.48562,03015,6471.28957093,4198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2109714.62198,7728.34027588,2,2109714.631,02031,7728.34057189,4199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,674958.528046,3996.45402571,3,674958.522792,03007,3996.45430306,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1112164.33207,4682.57414605,11,1112164.35557,11042,4682.57428815,4202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,661379.152405,3316.78618791,11,661379.160739,11041,3316.78609389,4203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1554243.66623,4993.67426419,11,1554243.66352,11005,4993.67450322,4204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1765778.07398,6644.64832517,11,1765778.08622,11019,6644.64829202,4205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3467886.56772,8998.14309225,11,3467886.58385,11011,8998.14310287,4207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,527404.88453,3242.94999827,4,527404.895259,04051,3242.95008868,4208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1317862.9451,7476.78424259,4,622336.55605,04002,4483.49711716,4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10015209.7054,14669.0933958,12,10015209.6975,12002,14669.0932191,4210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2552536.95257,6955.94401439,11,2552536.97103,11039,6955.94403199,4212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,881048.88642,5317.49647677,11,881048.901765,11023,5317.49602648,4213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,660921.868131,3319.66222499,11,660921.853704,11040,3319.66213095,4214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1968897.15859,5624.34844318,11,1968897.12558,11016,5624.34838883,4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1325636.38613,4651.57411055,11,1325636.42724,11038,4651.57437874,4217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1640158.76443,6403.50157102,4,1640158.96527,04052,6403.50195048,4218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,557418.772736,3086.94047218,4,557418.736978,04027,3086.94029697,4219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1978808.09646,6148.65346126,4,1939424.52609,04011,6088.77820411,4220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,4884187.13471,11072.9354433,11,4884187.18906,11029,11072.9353879,4221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,5467301.07879,10050.3887609,11,5467301.15129,11017,10050.3887961,4223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2008866.65024,6023.67059486,22,2008866.65045,22004,6023.67044828,4224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1967807.12149,6724.09577773,11,1967807.12519,11013,6724.09562294,4225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3937678.89301,8610.22246247,11,3937678.84944,11004,8610.22268489,4226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1766624.49206,5315.8079808,22,1766624.43847,22008,5315.80777045,4228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1550122.17942,5325.15773886,22,1550122.17834,22009,5325.1575524,4229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1334059.59105,5328.78422794,22,1334059.57842,22028,5328.78427911,4230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1095485.704,4649.30832037,11,1095485.6783,11047,4649.30830545,4231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,3512337.75833,10521.1657237,4,3460348.11884,04030,8474.94716397,4233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1110739.11027,4660.79076964,22,1110739.09466,22025,4660.79070785,4234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1553870.82519,5996.17761479,22,1553870.83438,22020,5996.17777606,4235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1804199.34735,6716.72285767,22,1785338.1851,22002,6650.29172452,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1799613.52455,6069.10607403,11,1799613.5186,11043,6069.10621408,4237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1793033.20975,6563.13913939,11,1793033.23545,11008,6563.13930776,4239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,4642859.75441,9528.89943731,4,4599264.08854,04025,9532.98289348,4240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1371429.61735,5046.40248342,11,1371429.60116,11009,5046.40259585,4241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1552865.73192,5330.3042797,22,1552865.74427,22011,5330.30429442,4242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2682147.94107,7379.54053946,22,2668291.87067,22005,7338.10231993,4244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6891965.54839,11574.3327586,11,6891965.55982,11026,11574.3329106,4246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,10765808.6709,14244.6213152,25,10765808.5617,25015,14244.6213668,4247,,,,,185,,,,,,,,,,,,77,,,,,,,263,736,,,,,
22,1772608.15926,6714.41620995,22,1772608.16331,22022,6714.41637355,4249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1117106.7227,5321.98560141,12,1117106.72433,12022,5321.98541396,4250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1982683.72239,6628.52722314,24,1982683.70025,24053,6628.52733219,4251,,,,36,,,,,,,,,,,,,,,,,,,24,60,705,,,,,
1,1531785.44873,7950.84165039,22,1531785.49507,22001,7950.84170549,4252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1318482.24725,6633.59802861,22,1318482.22934,22029,6633.59793682,4253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1115527.8423,5686.62529927,22,1115527.89046,22019,5686.62515314,4255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3258299.25376,7955.44753985,22,3258299.24949,22007,7955.44766135,4256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1178424.01714,4481.07269032,22,1178423.98203,22014,4481.07253782,4257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2967256.95593,8729.67862623,11,2967256.96438,11050,8729.67831026,4258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8097378.23183,13914.821092,11,8097378.24801,11001,13914.8212505,4260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2058382.73012,6433.17422603,22,2058382.7157,22023,6433.17430903,4261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1613554.58283,5242.28131223,12,1613554.57583,12001,5242.2813149,4262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1536631.87071,5958.33538466,12,1536631.88619,12015,5958.33538655,4263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1998186.02692,5990.07824182,22,1998186.00441,22013,5990.07847515,4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3712398.65741,8512.00445259,22,3678410.21626,22006,8450.92883967,4266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,874611.692662,5944.59472274,11,874611.754614,11033,5944.59476161,4267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,3776720.63304,9226.78770428,4,2585233.36707,04042,7471.2000599,4268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2374965.35396,7583.70625486,24,2374965.35386,24038,7583.70620165,4269,,,,53,,,,,,,,,,,,,,,,,,,80,135,528,,,,,
12,2739984.11341,8398.58766034,25,4053179.5298,25012,9613.52296347,4272,,,,,67,,,,,,,,,,,,153,,,,,,,220,686,,,,,
23,5913516.31753,12200.973086,25,5913516.34332,25023,12200.9731064,4273,,,,,87,,,,,,,,,,,,231,,,,,,,319,854,,,,,
7,5867568.76036,12162.115638,25,5867568.79893,25007,12162.1159891,4274,,,,,68,,,,,,,,,,,,137,,,,,,,205,734,,,,,
3,1186716.92731,4918.44882976,24,1186716.90373,24003,4918.44892651,4276,,,,52,,,,,,,,,,,,,,,,,,,41,93,549,,,,,
6,1301188.04176,4707.98925654,24,1301188.01346,24006,4707.98925375,4277,,,,40,,,,,,,,,,,,,,,,,,,90,130,682,,,,,
31,1000374.16736,4164.03711185,24,1000374.17513,24031,4164.03708845,4278,,,,25,,,,,,,,,,,,,,,,,,,51,76,593,,,,,
45,1164068.5182,5229.11279585,24,1164068.55954,24045,5229.11247399,4279,,,,42,,,,,,,,,,,,,,,,,,,39,81,504,,,,,
1,4715353.41467,9936.86522423,24,1149659.19609,24001,4742.05704666,4280,,,,59,,,,,,,,,,,,,,,,,,,72,131,748,,,,,
9,1120933.46014,5093.68122946,24,1120933.50968,24009,5093.68127943,4282,,,,24,,,,,,,,,,,,,,,,,,,52,76,556,,,,,
30,1556517.40746,6838.04093153,25,1556517.42174,25030,6838.04110072,4283,,,,,103,,,,,,,,,,,,135,,,,,,,238,815,,,,,
7,191290.546458,1749.06846133,2,191290.573085,02007,1749.06840796,4284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2118204.40451,7696.78919907,24,2118204.41431,24026,7696.78921453,4287,,,,47,,,,,,,,,,,,,,,,,,,54,103,659,,,,,
13,1786774.6757,6022.28010874,25,1786774.6647,25013,6022.28025267,4288,,,,,113,,,,,,,,,,,,161,,,,,,,274,863,,,,,
40,1442111.22546,4829.43547048,24,1442111.22884,24040,4829.43528729,4289,,,,44,,,,,,,,,,,,,,,,,,,76,120,589,,,,,
22,894406.911748,4010.78874793,25,894406.973594,25022,4010.78877713,4290,,,,,49,,,,,,,,,,,,63,,,,,,,112,426,,,,,
56,1015908.47759,4287.7424367,24,1015908.45532,24056,4287.74229161,4292,,,,42,,,,,,,,,,,,,,,,,,,65,108,638,,,,,
44,2686010.39775,8624.49248701,24,887366.918079,24044,3990.79741389,4293,,,,70,,,,,,,,,,,,,,,,,,,86,158,733,,,,,
18,3609381.04053,7905.68988942,25,3609380.94445,25018,7905.68977448,4294,,,,,401,,,,,,,,,,,,46,,,,,,,447,1227,,,,,
14,5796382.87526,12704.5875833,24,5796382.87351,24014,12704.5877303,4295,,,,39,,,,,,,,,,,,,,,,,,,89,130,730,,,,,
21,1333292.60479,5829.99404502,24,1333292.60715,24021,5829.99399698,4297,,,,27,,,,,,,,,,,,,,,,,,,35,62,446,,,,,
28,1687756.8232,5737.80670706,24,1687756.82167,24028,5737.80653007,4298,,,,65,,,,,,,,,,,,,,,,,,,59,124,642,,,,,
22,1994795.65292,5991.74435369,24,1994795.67571,24022,5991.74421955,4299,,,,51,,,,,,,,,,,,,,,,,,,67,118,615,,,,,
25,3374706.00478,8068.83494334,24,3349234.86552,24025,8016.13599881,4300,,,,32,,,,,,,,,,,,,,,,,,,76,108,617,,,,,
10,9712746.6009,15301.9808203,2,852874.273942,02010,3948.44341687,4301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,613592.036541,3695.86426925,2,613592.073982,02021,3695.864385,4303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,653710.144012,3363.02722213,24,653710.116293,24024,3363.02744458,4304,,,,21,,,,,,,,,,,,,,,,,,,33,54,403,,,,,
30,1727696.52293,6600.06185297,24,1727696.58879,24030,6600.06170639,4305,,,,42,,,,,,,,,,,,,,,,,,,54,98,560,,,,,
33,1184626.14507,4371.05811419,16,1184626.10972,16033,4371.05820566,4065,,,,,,,,,,,,25,,,,,,,,,,,,79,385,,,,,54
15,1405442.86555,5036.0199769,16,1405442.87684,16015,5036.02002303,4066,,,,,,,,,,,,30,,,,,,,,,,,,99,509,,,,,69
22,1050352.81948,5027.44878346,16,1050352.83283,16022,5027.44856792,4067,,,,,,,,,,,,18,,,,,,,,,,,,70,473,,,,,52
11,2659189.98395,7339.39144364,16,2659190.02444,16011,7339.39136701,4068,,,,,,,,,,,,43,,,,,,,,,,,,77,646,,,,,34
5,1668567.96266,7022.71029561,16,1668567.9362,16005,7022.7105017,4069,,,,,,,,,,,,42,,,,,,,,,,,,84,533,,,,,41
21,2210427.56644,5984.0405962,16,2210427.52155,16021,5984.04061987,4070,,,,,,,,,,,,8,,,,,,,,,,,,62,529,,,,,53
19,1670179.68386,6365.4717741,15,1670179.70734,15019,6365.47168302,4071,,,,,,,,,,38,,,,50,,,,,,,,,,88,462,,,,,
30,2099304.85805,6683.7502528,23,2099304.83374,23030,6683.75017302,4072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1920348.19801,7155.72445276,23,1920348.2367,23014,7155.72435899,4073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1987196.20955,5975.83890124,23,1987196.21168,23046,5975.83867146,4074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1200607.78388,5385.09896022,5,1200607.79435,05015,5385.09902229,4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1969974.91751,5957.74811632,23,1969974.97523,23016,5957.74811888,4076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2218753.06271,8045.77723417,23,2219049.12992,23013,8050.60955042,4077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2945648.19686,8422.29355922,23,2948550.79997,23052,8422.92653253,4078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,846506.588219,3899.25582958,4,846506.565689,04041,3899.25586067,4080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1330962.18576,5328.82880061,3,1330962.22111,03026,5328.82866885,4081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1886109.25443,5492.99844074,20,1886109.23997,20040,5492.9985154,4082,,,,,,,39,,,,,,,,,,,,47,,,,,86,466,,,,,
14,1766391.21721,5316.84157327,14,1766391.20704,14014,5316.84150184,4084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1770017.30515,5321.41648718,14,1770017.29918,14021,5321.41635128,4085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2212635.25874,5985.89272477,14,2212635.23612,14026,5985.89280669,4086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,359838.584473,2909.53829546,5,359838.55287,05053,2909.53807386,4087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,582001.426695,4120.79772588,5,573673.86988,05038,4091.20057659,4088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,295355.280072,2469.21701148,5,295355.196384,05037,2469.2173705,4089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,686280.805008,3416.77443017,5,686280.78062,05035,3416.77418415,4090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1348191.89656,4922.94819265,5,1348191.93516,05008,4922.94796675,4091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1151863.93785,4356.89915532,5,1151863.92502,05030,4356.89925523,4092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,5547277.25273,11009.181828,5,5547277.21795,05027,11009.1818437,4093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
